作成	null	2
作戦	11	1
作文	5	5
作曲	null	3
作業	10	3
作法	null	3
作物	null	3
作用	5	1
作者	8	2
作製	null	2
佳作	55	0
佳句	null	1
佳日	56	0
併合	38	0
併殺	38	0
使い	null	1
使い捨て	34	0
使い方	11	0
使い道	null	1
使う	9	5
使命	null	1
使用	9	3
使用人	null	1
例	null	3
例え	null	3
例えば	14	4
例える	null	2
例外	14	2
例文	14	0
侍	44	1
供える	24	0
供する	null	1
供給	27	3
依ると	null	3
依存	36	1
依然	36	1
依頼	36	3
依頼人	38	0
価値	22	3
価値観	24	0
価格	22	3
侮る	59	0
侮蔑	59	0
侮辱	59	1
侵す	41	1
侵入	41	2
侵害	41	0
侵攻	41	0
侵略	null	1
侵食	49	0
便	null	3
便り	null	3
便利	11	5
便宜	null	1
便所	11	2
便秘	32	0
便箋	null	2
係	null	3
促す	29	1
促進	null	1
俄	null	2
俊才	40	0
俗	49	0
俗語	49	0
保つ	9	1
保健	null	2
保存	16	3
保守	null	1
保守主義	23	0
保守的	16	0
保持	9	0
保母	null	1
保温	null	1
保管	null	1
保育	54	1
保証	16	3
保護	23	1
保険	16	1
保養	null	1
信じる	15	3
信ずる	null	2
信仰	50	3
信任	null	1
信号	15	3
信奉	55	0
信徒	19	0
信心	15	0
信用	15	3
信者	null	1
信託	38	0
信頼	36	3
修了	null	1
修士	28	1
